,TF,gene_id,effect,ev_level
2754,ihf,b4072,+-,strong
2755,ihf,b4073,+-,strong
2756,ihf,b4074,+-,strong
2757,ihf,b4075,+-,strong
2758,ihf,b4076,+-,strong
2759,ihf,b4117,+,strong
2760,ihf,b4192,-,weak
2761,ihf,b4194,-,weak
2762,ihf,b4195,-,weak
2763,ihf,b4196,-,weak
2764,ihf,b4197,-,weak
2765,ihf,b4198,-,weak
2766,ihf,b4312,+,strong
2767,ihf,b4314,+,weak
2768,ihf,b4316,+,weak
2769,ihf,b4317,+,weak
2770,ihf,b4318,+,weak
2771,ihf,b4319,+,weak
2772,ihf,b4320,+,weak
2773,ihf,b4376,-,strong
2774,ihf,b4468,+,weak
2775,ihf,b4471,+,strong
2776,ihf,b4475,+,weak
2777,ile-tRNA,b0002,-,strong
2778,ile-tRNA,b0003,-,strong
2779,ile-tRNA,b0004,-,strong
2780,ile-tRNA,b3769,-,strong
2781,ile-tRNA,b3770,-,strong
2782,ile-tRNA,b3771,-,strong
2783,ile-tRNA,b3772,-,strong
2784,ile-tRNA,b4488_1,-,strong
2787,ilvY,b3773,-,strong
2788,ilvY,b3774,+,strong
2789,ipeX,b0929,-,weak
2790,ipeX,b2215,-,weak
2791,iscR,b0156,-,strong
2792,iscR,b0972,-,strong
2793,iscR,b0973,-,strong
2794,iscR,b0974,-,strong
2795,iscR,b0975,-,strong
2796,iscR,b0976,-,strong
2797,iscR,b0977,-,strong
2798,iscR,b1679,+,strong
2799,iscR,b1680,+,strong
2800,iscR,b1681,+,strong
2801,iscR,b1682,+,strong
2802,iscR,b1683,+,strong
2803,iscR,b1684,+,strong
2804,iscR,b1706,+,strong
2805,iscR,b2202,-,strong
2806,iscR,b2203,-,strong
2807,iscR,b2204,-,strong
2808,iscR,b2205,-,strong
2809,iscR,b2206,-,strong
2810,iscR,b2207,-,strong
2811,iscR,b2208,-,strong
2812,iscR,b2528,-,strong
2813,iscR,b2529,-,strong
2814,iscR,b2530,-,strong
2815,iscR,b2531,-,strong
2816,iscR,b2630,-,strong
2817,iscR,b2631,-,strong
2818,iscR,b2673,+,weak
2819,iscR,b2674,+,weak
2820,iscR,b2675,+,weak
2821,iscR,b2676,+,weak
2822,iscR,b3414,-,strong
2825,kdgR,b1850,-,strong
2826,kdgR,b1851,-,weak
2827,kdpE,b0696,+,strong
2828,kdpE,b0697,+,strong
2829,kdpE,b0698,+,strong
2830,leu-tRNA,b0071,-,strong
2831,leu-tRNA,b0072,-,strong
2832,leu-tRNA,b0073,-,strong
2833,leu-tRNA,b0074,-,strong
2834,leu-tRNA,b3670,-,strong
2836,leu-tRNA,b3769,-,strong
2837,leu-tRNA,b3770,-,strong
2838,leu-tRNA,b3771,-,strong
2839,leu-tRNA,b3772,-,strong
2840,leu-tRNA,b4488_1,-,strong
2843,leuO,b0071,+,weak
2844,leuO,b0072,+,weak
2845,leuO,b0073,+,weak
2846,leuO,b0074,+,weak
2847,leuO,b0075,+,weak
2848,leuO,b0076,+-,strong
2849,leuO,b2754,+,strong
2850,leuO,b2755,+,strong
2851,leuO,b2756,+,strong
2852,leuO,b2757,+,strong
2853,leuO,b2758,+,strong
2854,leuO,b2759,+,strong
2855,leuO,b2760,+,strong
2856,leuO,b3721,+,strong
2857,leuO,b3722,+,strong
2858,leuO,b3723,+,strong
2859,leuO,b4133,-,weak
2860,leuO,b4365,+,strong
2861,leuO,b4366,+,strong
2862,lexA,b0060,-,strong
2863,lexA,b0083,-,weak
2864,lexA,b0084,-,weak
2865,lexA,b0086,-,weak
2866,lexA,b0087,-,weak
2867,lexA,b0088,-,weak
2868,lexA,b0089,-,weak
2869,lexA,b0090,-,weak
2870,lexA,b0091,-,weak
2871,lexA,b0092,-,weak
2872,lexA,b0093,-,weak
2873,lexA,b0094,-,weak
2874,lexA,b0095,-,weak
2875,lexA,b0096,-,weak
2876,lexA,b0225,-,weak
2877,lexA,b0226,-,weak
2878,lexA,b0231,-,weak
2879,lexA,b0232,-,weak
2880,lexA,b0233,-,weak
2881,lexA,b0234,-,weak
2882,lexA,b0685,-,weak
2883,lexA,b0708,-,weak
2884,lexA,b0779,-,strong
2885,lexA,b0799,-,strong
2886,lexA,b0800,-,strong
2887,lexA,b0890,-,strong
2888,lexA,b0958,-,weak
2889,lexA,b1061,-,strong
2890,lexA,b1183,-,strong
2891,lexA,b1184,-,strong
2892,lexA,b1728,-,strong
2893,lexA,b1741,-,weak
2894,lexA,b1848,-,weak
2895,lexA,b1860,-,strong
2896,lexA,b1861,-,strong
2897,lexA,b1913,-,weak
2898,lexA,b1914,-,weak
2899,lexA,b2009,-,weak
2900,lexA,b2616,-,strong
2901,lexA,b2698,-,strong
2902,lexA,b2699,-,strong
2903,lexA,b2819,-,strong
2904,lexA,b2820,-,strong
2905,lexA,b2821,-,strong
2906,lexA,b3065,-,strong
2907,lexA,b3066,-,strong
2908,lexA,b3067,-,strong
2909,lexA,b3558,-,weak
2910,lexA,b3645,-,weak
2911,lexA,b3813,-,weak
2912,lexA,b3822,-,weak
2913,lexA,b4043,-,strong
2914,lexA,b4044,-,strong
2915,lexA,b4058,-,weak
2916,lexA,b4059,-,weak
2917,lexA,b4347,-,strong
2918,lldR,b3603,+-,strong
2919,lldR,b3604,+-,strong
2920,lldR,b3605,+-,strong
2921,lrhA,b0076,+,strong
2922,lrhA,b1891,-,strong
2923,lrhA,b1892,-,strong
2924,lrhA,b2289,+,strong
2925,lrhA,b4313,+,strong
2926,lrp,b0077,+-,strong
2927,lrp,b0078,+-,strong
2928,lrp,b0889,-,strong
2929,lrp,b0907,+,strong
2930,lrp,b0908,+,strong
2931,lrp,b1189,-,strong
2932,lrp,b1190,-,strong
2933,lrp,b1241,-,weak
2934,lrp,b1243,-,strong
2935,lrp,b1244,-,strong
2936,lrp,b1245,-,strong
2937,lrp,b1246,-,strong
2938,lrp,b1247,-,strong
2939,lrp,b1482,+-,strong
2940,lrp,b1798,-,weak
2941,lrp,b1814,-,weak
2942,lrp,b2156,+,strong
2943,lrp,b2163,+,weak
2944,lrp,b2211,+,weak
2945,lrp,b2215,-,strong
2946,lrp,b2290,-,weak
2947,lrp,b2659,+,strong
2948,lrp,b2660,+,strong
2949,lrp,b2661,+,strong
2950,lrp,b2662,+,strong
2951,lrp,b2663,+,strong
2952,lrp,b2669,+,strong
2953,lrp,b2670,+,strong
2954,lrp,b2903,+,strong
2955,lrp,b2904,+,strong
2956,lrp,b2905,+,strong
2957,lrp,b2912,-,strong
2958,lrp,b2913,+-,strong
2959,lrp,b2923,+,strong
2960,lrp,b3212,+,strong
2961,lrp,b3213,+,strong
2962,lrp,b3214,+,strong
2963,lrp,b3418,+,weak
2964,lrp,b3454,-,weak
2965,lrp,b3455,-,weak
2966,lrp,b3456,-,weak
2967,lrp,b3457,-,weak
2968,lrp,b3458,-,weak
2969,lrp,b3508,-,weak
2970,lrp,b3509,-,weak
2971,lrp,b3510,-,weak
2972,lrp,b3572,-,weak
2973,lrp,b3616,+,strong
2974,lrp,b3617,+,strong
2975,lrp,b3766,-,strong
2976,lrp,b3769,-,strong
2977,lrp,b3770,-,strong
2978,lrp,b3771,-,strong
2979,lrp,b3772,-,strong
2980,lrp,b4129,-,strong
2981,lrp,b4131,+,strong
2982,lrp,b4132,+,strong
2983,lrp,b4187,-,strong
2984,lrp,b4313,+,weak
2985,lrp,b4314,+,strong
2986,lrp,b4316,+,strong
2987,lrp,b4317,+,strong
2988,lrp,b4318,+,strong
2989,lrp,b4319,+,strong
2990,lrp,b4320,+,strong
2991,lrp,b4376,-,strong
2992,lsrR,b1511,-,strong
2993,lsrR,b1512,-,strong
2994,lsrR,b1513,-,strong
2995,lsrR,b1514,-,strong
2996,lsrR,b1515,-,strong
2997,lsrR,b1516,-,strong
2998,lsrR,b1517,-,strong
2999,lsrR,b1518,-,strong
3000,lsrR,b1519,-,strong
3001,lysR,b2838,+,weak
3002,lysR,b2839,-,weak
3003,malI,b1620,-,strong
3004,malI,b1621,-,strong
3005,malI,b1622,-,strong
3006,malT,b0403,+,weak
3007,malT,b3416,+,strong
3008,malT,b3571,+,weak
3009,malT,b4032,+,strong
3010,malT,b4033,+,strong
3011,malT,b4034,+,strong
3012,malT,b4035,+,strong
3013,malT,b4036,+,strong
3014,malT,b4037,+,strong
3015,manganese,b1821,+,strong
3016,marA,b0463,+,strong
3017,marA,b0578,+,strong
3018,marA,b0762,+,weak
3019,marA,b0850,+,strong
3020,marA,b0851,+,strong
3021,marA,b0852,+,strong
3022,marA,b0853,+,strong
3023,marA,b0871,+,weak
3024,marA,b0950,+,strong
3025,marA,b0951,+,strong
3026,marA,b0952,+,strong
3027,marA,b1014,+,weak
3028,marA,b1276,+,strong
3029,marA,b1415,+,weak
3030,marA,b1452,+,weak
3031,marA,b1530,+,strong
3032,marA,b1531,+,strong
3033,marA,b1532,+,strong
3034,marA,b1611,+,strong
3035,marA,b1852,+,strong
3036,marA,b2159,+,weak
3037,marA,b2237,+,strong
3038,marA,b2509,+,strong
3039,marA,b3035,+,weak
3040,marA,b3037,+,weak
3041,marA,b3038,+,weak
3042,marA,b3191,+,strong
3043,marA,b3192,+,strong
3044,marA,b3193,+,strong
3045,marA,b3194,+,strong
3046,marA,b3195,+,strong
3047,marA,b3506,-,weak
3048,marA,b3507,-,weak
3049,marA,b3508,-,strong
3050,marA,b3509,-,strong
3051,marA,b3510,-,strong
3052,marA,b3624,+,weak
3053,marA,b3625,+,weak
3054,marA,b3908,+,strong
3055,marA,b3924,+,strong
3056,marA,b4177,-,strong
3057,marA,b4396,-,strong
3058,marR,b1530,-,strong
3059,marR,b1531,-,strong
3060,marR,b1532,-,strong
3061,matA,b0294,+,strong
3062,matA,b1891,-,strong
3063,matA,b1892,-,strong
3064,matA,b1920,-,strong
3065,matA,b1921,-,strong
3066,matA,b1922,-,strong
3067,matA,b1923,-,strong
3068,mazE,b2781,-,strong
3069,mazE,b2782,-,strong
3070,mazE,b2783,-,strong
3071,mazE;mazF,b2781,-,strong
3072,mazE;mazF,b2782,-,strong
3073,mazE;mazF,b2783,-,strong
3074,mcaS,b1024,?,weak
3075,mcaS,b1040,-,weak
3076,mcaS,b1892,+,weak
3077,mcbR,b0806,-,strong
3078,mcbR,b1257,+,strong
3079,mcbR,b1258,+,strong
3080,mcbR,b1259,+,strong
3081,melR,b4118,+-,strong
3082,melR,b4119,+-,strong
3083,melR,b4120,+-,strong
3084,metJ,b0197,-,weak
3085,metJ,b0198,-,weak
3086,metJ,b0199,-,weak
3087,metJ,b0605,-,weak
3088,metJ,b2153,-,strong
3089,metJ,b2942,-,weak
3090,metJ,b3008,-,strong
3091,metJ,b3829,-,strong
3092,metJ,b3939,-,weak
3093,metJ,b3940,-,weak
3094,metJ,b3941,-,strong
3095,metJ,b4013,-,strong
3096,metR,b2551,+-,strong
3097,metR,b2552,+,strong
3098,metR,b3829,+,strong
3099,metR,b4019,+,weak
3100,mgrR,b2832,-,weak
3101,mgrR,b3546,-,weak
3102,mhpR,b0347,+,strong
3103,mhpR,b0348,+,strong
3104,mhpR,b0349,+,strong
3105,mhpR,b0350,+,strong
3106,mhpR,b0351,+,strong
3107,mhpR,b0352,+,strong
3108,micA,b0814,-,weak
3109,micA,b0957,-,weak
3110,micC,b2215,-,weak
3111,micF,b0929,-,weak
3112,mlc,b1101,-,strong
3113,mlc,b1593,-,weak
3114,mlc,b1594,-,weak
3115,mlc,b1817,-,weak
3116,mlc,b1818,-,weak
3117,mlc,b1819,-,weak
3118,mlc,b2415,-,strong
3119,mlc,b2417,-,strong
3120,mlc,b3418,-,weak
3121,mlrA,b1037,+,strong
3122,mlrA,b1038,+,strong
3123,mlrA,b1039,+,strong
3124,mlrA,b1040,+,strong
3125,mlrA,b3183,+,strong
3126,mlrA,b3184,+,strong
3127,mlrA,b3185,+,strong
3128,mlrA,b3186,+,strong
3129,mlrA,b3190,+,strong
3130,mlrA,b4133,+,strong
3131,mngR,b0730,-,strong
3132,mngR,b0731,-,strong
3133,mngR,b0732,-,strong
3134,mntR,b0812,-,weak
3135,mntR,b1821,+,weak
3136,mntR,b2392,-,strong
3137,modE,b0765,-,strong
3138,modE,b0781,+,strong
3139,modE,b0782,+,strong
3140,modE,b0783,+,strong
3141,modE,b0784,+,strong
3142,modE,b0785,+,strong
3143,modE,b0895,-,strong
3144,modE,b0896,-,strong
3145,modE,b1221,+,strong
3146,modE,b1222,+,strong
3147,modE,b1243,-,weak
3148,modE,b1244,-,weak
3149,modE,b1245,-,weak
3150,modE,b1246,-,weak
3151,modE,b1247,-,weak
3152,modE,b2194,+,strong
3153,modE,b2195,+,strong
3154,modE,b2196,+,strong
3155,modE,b2197,+,strong
3156,modE,b2198,+,strong
3157,modE,b2199,+,strong
3158,modE,b2200,+,strong
3159,modE,b2201,+,strong
3160,modE,b2202,+,strong
3161,modE,b2203,+,strong
3162,modE,b2204,+,strong
3163,modE,b2205,+,strong
3164,modE,b2206,+,strong
3165,modE,b2207,+,strong
3166,modE,b2208,+,strong
3167,modE,b2718,+,strong
3168,modE,b2719,+,strong
3169,modE,b2720,+,strong
3170,modE,b2721,+,strong
3171,modE,b2722,+,strong
3172,modE,b2723,+,strong
3173,modE,b2724,+,strong
3174,modE,b2725,+,strong
3175,modE,b4381,-,strong
3176,modE,b4382,-,strong
3177,modE,b4383,-,strong
3178,modE,b4384,-,strong
3179,molybdopterin,b0781,-,strong
3180,molybdopterin,b0782,-,strong
3181,molybdopterin,b0783,-,strong
3182,molybdopterin,b0784,-,strong
3183,molybdopterin,b0785,-,strong
3184,mprA,b0463,-,weak
3185,mprA,b2684,-,strong
3186,mprA,b2685,-,strong
3187,mprA,b2686,-,strong
3188,mqsA,b0880,-,strong
3189,mqsA,b1037,-,strong
3190,mqsA,b1038,-,strong
3191,mqsA,b1039,-,strong
3192,mqsA,b1040,-,strong
3193,mqsA,b2741,-,strong
3194,mqsA,b3021,-,strong
3195,mqsA,b3022,-,strong
3196,mraZ,b0081,-,strong
3197,mraZ,b0082,-,strong
3198,mraZ,b0083,-,strong
3199,mraZ,b0084,-,strong
3200,mraZ,b0086,-,strong
3201,mraZ,b0087,-,strong
3202,mraZ,b0088,-,strong
3203,mraZ,b0089,-,strong
3204,mraZ,b0090,-,strong
3205,mraZ,b0091,-,strong
3206,mraZ,b0092,-,strong
3207,mraZ,b0093,-,strong
3208,mraZ,b0094,-,strong
3209,mraZ,b0095,-,strong
3210,mraZ,b0096,-,strong
3211,mraZ,b3742,-,strong
3212,murR,b2427,+-,weak
3213,murR,b2428,-,strong
3214,murR,b2429,-,strong
3215,nac,b0336,+,strong
3216,nac,b0337,+,strong
3217,nac,b1384,+,weak
3218,nac,b1440,+,strong
3219,nac,b1441,+,strong
3220,nac,b1442,+,strong
3221,nac,b1444,+,strong
3222,nac,b1761,-,weak
3223,nac,b1988,-,strong
3224,nac,b2393,+,weak
3225,nac,b2661,+,weak
3226,nac,b2662,+,weak
3227,nac,b2663,+,weak
3228,nac,b2913,-,weak
3229,nac,b3212,-,weak
3230,nac,b3213,-,weak
3231,nac,b3214,-,weak
3232,nac,b3741,-,weak
3233,nac,b3742,-,weak
3234,nac,b3743,-,weak
3235,nadR,b0750,-,weak
3236,nadR,b0751,-,weak
3237,nadR,b0931,-,weak
3238,nadR,b2574,-,strong
3239,nagC,b0675,-,strong
3240,nagC,b0676,-,strong
3241,nagC,b0677,-,strong
3242,nagC,b0678,-,strong
3243,nagC,b0679,-,strong
3244,nagC,b0681,-,strong
3245,nagC,b0682,-,strong
3246,nagC,b1061,-,weak
3247,nagC,b1497,-,weak
3248,nagC,b1498,-,weak
3249,nagC,b1501,-,weak
3250,nagC,b1733,-,strong
3251,nagC,b1734,-,strong
3252,nagC,b1735,-,strong
3253,nagC,b1736,-,strong
3254,nagC,b1738,-,strong
3255,nagC,b1817,-,weak
3256,nagC,b1818,-,weak
3257,nagC,b1819,-,weak
3258,nagC,b2415,-,weak
3259,nagC,b2417,-,weak
3260,nagC,b2943,-,strong
3261,nagC,b3408,?,weak
3262,nagC,b3409,?,weak
3263,nagC,b3410,?,weak
3264,nagC,b3729,+-,strong
3265,nagC,b3730,+-,strong
3266,nagC,b4309,-,strong
3267,nagC,b4310,-,strong
3268,nagC,b4311,-,strong
3269,nagC,b4312,+,strong
3270,nagC,b4397,-,weak
3271,nagC,b4398,-,weak
3272,nagC,b4399,-,weak
3273,nagC,b4400,-,weak
3274,nanR,b3222,-,strong
3275,nanR,b3223,-,strong
3276,nanR,b3224,-,strong
3277,nanR,b3225,-,strong
3278,nanR,b4279,-,strong
3279,nanR,b4280,-,strong
3280,nanR,b4309,-,strong
3281,nanR,b4310,-,strong
3282,nanR,b4311,-,strong
3283,nanR,b4312,+,strong
3284,narL,b0034,-,weak
3285,narL,b0613,-,weak
3286,narL,b0614,-,weak
3287,narL,b0615,-,weak
3288,narL,b0616,-,weak
3289,narL,b0617,-,weak
3290,narL,b0619,-,weak
3291,narL,b0620,-,weak
3292,narL,b0826,+,weak
3293,narL,b0827,+,weak
3294,narL,b0871,+,strong
3295,narL,b0872,+,strong
3296,narL,b0873,+,strong
3297,narL,b0886,+,weak
3298,narL,b0887,+,weak
3299,narL,b0895,-,strong
3300,narL,b0896,-,strong
3301,narL,b0904,-,strong
3302,narL,b0972,-,weak
3303,narL,b0973,-,weak
3304,narL,b0974,-,weak
3305,narL,b0975,-,weak
3306,narL,b0976,-,weak
3307,narL,b0977,-,weak
3308,narL,b0996,-,weak
3309,narL,b0997,-,weak
3310,narL,b0998,-,weak
3311,narL,b1223,+,strong
3312,narL,b1224,+,strong
3313,narL,b1225,+,strong
3314,narL,b1226,+,strong
3315,narL,b1227,+,strong
3316,narL,b1241,-,weak
3317,narL,b1256,-,strong
3318,narL,b1335,+,strong
3319,narL,b1475,+,strong
3320,narL,b1476,+,strong
3321,narL,b1501,+,strong
3322,narL,b1587,-,strong
3323,narL,b1588,-,strong
3324,narL,b1589,-,strong
3325,narL,b1590,-,strong
3326,narL,b1591,-,strong
3327,narL,b1669,-,strong
3328,narL,b1670,-,strong
3329,narL,b1671,-,strong
3330,narL,b1672,-,strong
3331,narL,b1673,-,strong
3332,narL,b1674,-,strong
3333,narL,b1796,+,strong
3334,narL,b1797,+,strong
3335,narL,b2194,-,strong
3336,narL,b2195,-,strong
3337,narL,b2196,-,strong
3338,narL,b2197,-,strong
3339,narL,b2198,-,strong
3340,narL,b2199,-,strong
3341,narL,b2200,-,strong
3342,narL,b2201,-,strong
3343,narL,b2202,-,strong
3344,narL,b2203,-,strong
3345,narL,b2204,-,strong
3346,narL,b2205,-,strong
3347,narL,b2206,-,strong
3348,narL,b2207,-,strong
3349,narL,b2208,-,strong
3350,narL,b2276,+,weak
3351,narL,b2277,+,weak
3352,narL,b2278,+,weak
3353,narL,b2279,+,weak
3354,narL,b2280,+,weak
3355,narL,b2281,+,weak
3356,narL,b2282,+,weak
3357,narL,b2283,+,weak
3358,narL,b2284,+,weak
3359,narL,b2285,+,weak
3360,narL,b2286,+,weak
3361,narL,b2287,+,weak
3362,narL,b2288,+,weak
3363,narL,b2710,-,weak
3364,narL,b2711,-,weak
3365,narL,b2990,-,weak
3366,narL,b2991,-,weak
3367,narL,b2992,-,weak
3368,narL,b2993,-,weak
3369,narL,b2994,-,weak
3370,narL,b2995,-,weak
3371,narL,b2996,-,weak
3372,narL,b2997,-,weak
3373,narL,b3366,+,strong
3374,narL,b3367,+,strong
3375,narL,b3368,+,strong
3376,narL,b3476,-,weak
3377,narL,b3477,-,weak
3378,narL,b3478,-,weak
3379,narL,b3479,-,weak
3380,narL,b3480,-,weak
3381,narL,b3481,-,weak
3382,narL,b4040,-,weak
3383,narL,b4070,+-,strong
3384,narL,b4071,+-,strong
3385,narL,b4072,+-,strong
3386,narL,b4073,+-,strong
3387,narL,b4074,+-,strong
3388,narL,b4075,+-,strong
3389,narL,b4076,+-,strong
3390,narL,b4079,-,strong
3391,narL,b4123,-,weak
3392,narL,b4124,-,strong
3393,narL,b4125,-,strong
3394,narL,b4138,-,strong
3395,narL,b4139,-,strong
3396,narL,b4151,-,strong
3397,narL,b4152,-,strong
3398,narL,b4153,-,strong
3399,narL,b4154,-,strong
3400,narL,b4209,+,weak
3401,narP,b0871,+,weak
3402,narP,b0872,+,weak
3403,narP,b0873,+,weak
3404,narP,b0972,-,weak
3405,narP,b0973,-,weak
3406,narP,b0974,-,weak
3407,narP,b0975,-,weak
3408,narP,b0976,-,weak
3409,narP,b0977,-,weak
3410,narP,b1475,-,strong
3411,narP,b1476,-,strong
3412,narP,b1501,-,strong
3413,narP,b1669,-,strong
3414,narP,b1670,-,strong
3415,narP,b1671,-,strong
3416,narP,b1672,-,strong
3417,narP,b1673,-,strong
3418,narP,b1674,-,strong
3419,narP,b1796,+,weak
3420,narP,b1797,+,weak
3421,narP,b2194,+-,strong
3422,narP,b2195,+-,strong
3423,narP,b2196,+-,strong
3424,narP,b2197,+-,strong
3425,narP,b2198,+-,strong
3426,narP,b2199,+-,strong
3427,narP,b2200,+-,strong
3428,narP,b2201,+-,strong
3429,narP,b2202,+-,strong
3430,narP,b2203,+-,strong
3431,narP,b2204,+-,strong
3432,narP,b2205,+-,strong
3433,narP,b2206,+-,strong
3434,narP,b2207,+-,strong
3435,narP,b2208,+-,strong
3436,narP,b2710,-,weak
3437,narP,b2711,-,weak
3438,narP,b3366,+,strong
3439,narP,b3367,+,strong
3440,narP,b3368,+,strong
3441,narP,b4070,+,strong
3442,narP,b4071,+,strong
3443,narP,b4072,+,strong
3444,narP,b4073,+,strong
3445,narP,b4074,+,strong
3446,narP,b4075,+,strong
3447,narP,b4076,+,strong
3448,narP,b4079,+,weak
3449,narP,b4209,+,weak
3450,nemR,b1649,-,strong
3451,nemR,b1650,-,strong
3452,nemR,b1651,-,strong
3453,nhaR,b0019,+,strong
3454,nhaR,b0020,+,strong
3455,nhaR,b1021,+,strong
3456,nhaR,b1022,+,strong
3457,nhaR,b1023,+,strong
3458,nhaR,b1024,+,strong
3459,nhaR,b1482,+,strong
3460,nikR,b3476,-,strong
3461,nikR,b3477,-,strong
3462,nikR,b3478,-,strong
3463,nikR,b3479,-,strong
3464,nikR,b3480,-,strong
3465,nikR,b3481,-,strong
3466,nimR,b1790,-,strong
3467,nimR,b1791,-,strong
3468,norR,b2709,-,strong
3469,norR,b2710,+,strong
3470,norR,b2711,+,strong
3471,nrdR,b2234,-,strong
3472,nrdR,b2235,-,strong
3473,nrdR,b2236,-,strong
3474,nrdR,b2673,-,strong
3475,nrdR,b2674,-,strong
3476,nrdR,b2675,-,strong
3477,nrdR,b2676,-,strong
3478,nrdR,b4237,-,strong
3479,nrdR,b4238,-,strong
3480,nsrR,b0114,-,weak
3481,nsrR,b0207,-,weak
3482,nsrR,b0353,-,weak
3483,nsrR,b0871,-,strong
3484,nsrR,b0872,-,strong
3485,nsrR,b0873,-,strong
3486,nsrR,b0889,-,weak
3487,nsrR,b1109,-,weak
3488,nsrR,b1384,-,weak
3489,nsrR,b1385,-,weak
3490,nsrR,b1407,-,weak
3491,nsrR,b1429,-,weak
3492,nsrR,b1430,-,weak
3493,nsrR,b1654,-,weak
3494,nsrR,b1655,-,weak
3495,nsrR,b1656,-,weak
3496,nsrR,b1679,-,weak
3497,nsrR,b1680,-,weak
3498,nsrR,b1681,-,weak
3499,nsrR,b1682,-,weak
3500,nsrR,b1683,-,weak
3501,nsrR,b1684,-,weak
3502,nsrR,b1712,-,weak
3503,nsrR,b1713,-,weak
3504,nsrR,b1714,-,weak
3505,nsrR,b1715,-,weak
3506,nsrR,b1716,-,weak
3507,nsrR,b1717,-,weak
3508,nsrR,b1719,-,weak
3509,nsrR,b1781,-,weak
3510,nsrR,b1796,-,weak
3511,nsrR,b1797,-,weak
3512,nsrR,b1920,-,strong
3513,nsrR,b1921,-,strong
3514,nsrR,b1922,-,strong
3515,nsrR,b2143,-,weak
3516,nsrR,b2364,-,weak
3517,nsrR,b2552,-,weak
3518,nsrR,b2559,-,weak
3519,nsrR,b2560,-,weak
3520,nsrR,b2617,-,weak
3521,nsrR,b2709,-,weak
3522,nsrR,b2718,-,weak
3523,nsrR,b2719,-,weak
3524,nsrR,b2720,-,weak
3525,nsrR,b2721,-,weak
3526,nsrR,b2722,-,weak
3527,nsrR,b2723,-,weak
3528,nsrR,b2724,-,weak
3529,nsrR,b2725,-,weak
3530,nsrR,b2726,-,weak
3531,nsrR,b2727,-,weak
3532,nsrR,b2728,-,weak
3533,nsrR,b2729,-,weak
3534,nsrR,b2730,-,weak
3535,nsrR,b2731,-,weak
3536,nsrR,b2732,-,weak
3537,nsrR,b3784,-,weak
3538,nsrR,b3785,-,weak
3539,nsrR,b3786,-,weak
3540,nsrR,b3787,-,weak
3541,nsrR,b3788,-,weak
3542,nsrR,b3789,-,weak
3543,nsrR,b3790,-,weak
3544,nsrR,b3791,-,weak
3545,nsrR,b3792,-,weak
3546,nsrR,b3793,-,weak
3547,nsrR,b3794,-,weak
3548,nsrR,b4070,-,strong
3549,nsrR,b4071,-,strong
3550,nsrR,b4072,-,strong
3551,nsrR,b4073,-,strong
3552,nsrR,b4074,-,strong
3553,nsrR,b4075,-,strong
3554,nsrR,b4076,-,strong
3555,nsrR,b4209,-,strong
3556,nsrR,b4249,-,weak
3557,ntrC,b0450,+,weak
3558,ntrC,b0451,+,weak
3559,ntrC,b0809,+-,strong
3560,ntrC,b0810,+-,strong
3561,ntrC,b0811,+-,strong
3562,ntrC,b0854,+,weak
3563,ntrC,b0855,+,weak
3564,ntrC,b0856,+,weak
3565,ntrC,b0857,+,weak
3566,ntrC,b1006,+,weak
3567,ntrC,b1007,+,weak
3568,ntrC,b1008,+,weak
3569,ntrC,b1009,+,weak
3570,ntrC,b1010,+,weak
3571,ntrC,b1011,+,weak
3572,ntrC,b1012,+,weak
3573,ntrC,b1483,+,weak
3574,ntrC,b1484,+,weak
3575,ntrC,b1485,+,weak
3576,ntrC,b1487,+,weak
3577,ntrC,b1488,+,weak
3578,ntrC,b1744,+,strong
3579,ntrC,b1745,+,strong
3580,ntrC,b1746,+,strong
3581,ntrC,b1748,+,strong
3582,ntrC,b1783,+,weak
3583,ntrC,b1987,+,weak
3584,ntrC,b1988,+,weak
3585,ntrC,b2306,+,weak
3586,ntrC,b2307,+,weak
3587,ntrC,b2308,+,weak
3588,ntrC,b2309,+,weak
3589,ntrC,b2310,+,weak
3590,ntrC,b2570,+,strong
3591,ntrC,b2572,+,strong
3592,ntrC,b2573,+,strong
3593,ntrC,b2784,+,strong
3594,ntrC,b3269,+,weak
3595,ntrC,b3270,+,weak
3596,ntrC,b3271,+,weak
3597,ntrC,b3868,+-,strong
3598,ntrC,b3869,+-,strong
3600,ompR,b0435,-,strong
3601,ompR,b0929,+-,strong
3602,ompR,b1021,-,strong
3603,ompR,b1022,-,strong
3604,ompR,b1023,-,strong
3605,ompR,b1024,-,strong
3606,ompR,b1037,+,strong
3607,ompR,b1038,+,strong
3608,ompR,b1039,+,strong
3609,ompR,b1040,+,strong
3610,ompR,b1480,-,weak
3611,ompR,b1891,-,weak
3612,ompR,b1892,-,weak
3613,ompR,b2215,+,strong
3614,ompR,b2344,-,strong
3615,omrA,b0250,-,weak
3616,omrA,b0304,+,weak
3618,omrA,b0565,-,weak
3619,omrA,b0584,-,weak
3620,omrA,b0647,+,weak
3621,omrA,b0814,+,weak
3622,omrA,b1038,-,weak
3623,omrA,b1040,-,weak
3624,omrA,b1283,-,weak
3625,omrA,b1920,-,weak
3627,omrA,b2133,-,weak
3628,omrA,b2155,-,weak
3629,omrA,b2796,-,weak
3630,omrA,b2797,-,weak
3631,omrA,b3064,+,weak
3632,omrA,b3177,-,weak
3633,omrA,b3405,-,weak
